,randomized,question_url,course_code,question_id,inductive_coding_question_type,relevance_to_course_content,contextual,additional_notes_on_question,complexity_of_question,reason_for_complexity,Media,question_title,question_body,question_good_count,Time,instructor_answer,instructor_answer_good_count,instructor_task_completion,instructor_endorsement_for_instructor_answer,student_answer,student_answer_good_count,instructor_endorsement_for_student_answer,,,,,,,,,,,,,,,,,,,
357,546,https://piazza.com/class/kjv25fqyx8y513/post/360,COMP3711,question @360,,,yes,,,,0,BFS pseuducode for P2,"For p2, can I use the notation 'u.color, v.color', and 'gray, white, black' for computers (vertices), if I provide enough reference to the lecture note?",0,Updated 3 years ago by Anonymous Poet,"Absolutely.

I just need to warn you that the exact BFS code won't work. At least you can't call it exactly as written.
When processing node $$i$$, your code will somehow have to, somewhere, reference $$Time[i]$$.

So, you will have to slightly modify the BFS code

*************************
As noted by a few students already in their questions to me, if you call the exact BFS code from class you might have to run too many BFSs and your running time might become $$O(nm)$$ rather than .
$$O(m+n)$$. This is because a node might become infected at time $$t$$ through many different pathways from previously infected nodes and you don't have the time to look at all sources of infections (that's what could raise the running time to $$O(n m)$$)

*************************
There are actually many different ways to do the BFS (or DFS) modifications. Some use $$u.color$$ and Some just use the $$Time[]$$ array without introducing color. Both approaches can work.",0,1,,,,,,,,,,,,,,,,,,,,,,,
358,785,https://piazza.com/class/kjv25fqyx8y513/post/361,COMP3711,question @361,concept,,general,you may either give the answer or use some pedagogies to help students understand,medium,,0,running time of set intersection,May I know what is the running time for doing set intersection?,0,Updated 3 years ago by Anonymous Atom,"I don't understand your question.
There's no problem here that needs set intersection.

Which problem are you asking about and what operation do you want to do

(In general, set intersection is quite expensive)",0,1,,,,,,,,,,,,,,,,,,,,,,,
359,676,https://piazza.com/class/kjv25fqyx8y513/post/362,COMP3711,question @362,requirement_clarification,,,,,,0,Do we need to prove the correctness of algorithms taught in class?,"I used BFS algorithm as a subroutine while doing P1, then do I need to prove the correctness of the BFS algorithm?",0,Updated 3 years ago by Anonymous Poet,No. If you use BFS in problem 1 you do not need to prove correctness,0,1,,,,,,,,,,,,,,,,,,,,,,,
360,70,https://piazza.com/class/kjv25fqyx8y513/post/363,COMP3711,question @363,hw_question,,implicit context,,,,0,Does build create new graph each time?,"Assuming we are using colors to change status of nodes.

If we use build for each epoch then will new builds make the nodes return to white color?

Is there a way to make node retain color or is this approach of building graph for epoch wrong?",0,Updated 3 years ago by Anonymous Comp,"You may assume that every time you build a new graph the entire old graph disappears.
If you don't want that to happen, make that explicit.


The Build procedure only builds the adjacency lists for the graph.
It does not provide anything else.
If you want to associate colors with vertices, you need to create a new array that contains the associated colors.

****************
Observation.
If you build a graph out of $$m'$$ triples for an epoch, that graph has at most $$2 m'$$ vertices.
Thus, building the graph uses only $$O(m')$$ time and not $$O(n + m')$$ time.",0,1,,,,,,,,,,,,,,,,,,,,,,,
361,794,https://piazza.com/class/kjv25fqyx8y513/post/365,COMP3711,question @365,,,yes,,,,0,"Problem 1-(b), Input graph","What exactly do we have for the input of 1-(b)?

Is it the adjacency list of the original graph and the weight-changed edge?

Or do we also have the original MST $$ T $$, possibly in adjacency list?",0,Updated 3 years ago by Anonymous Gear,"You have all of
- the adjacency list of the original graph, with weights $$w(u,v)$$ associated with edges $$(u,v)$$
- the adjacency list of $$T$$
- the edge $$e$$ that is being changed along with its new weight $$w'(e)$",0,1,,,,,,,,,,,,,,,,,,,,,,,
362,816,https://piazza.com/class/kjv25fqyx8y513/post/366,COMP3711,question @366,,,yes,,,,0,Q2 Code of BFS,"From the class note, the code of BFS-visit receives input 
G
and 
s
. Then, there are some variables such as 
v
, 
u
and 
Adj[u]
used which are not declared before. Can we use these notations directly instead of implementing our solution with the linked list notation?

I am asking this since in previous posts, you have mentioned that we have to create an array to store colors of edges. However, in the class note, 
u.color
is directly used instead of declaring an array.",0,Updated 3 years ago by Anonymous Calc,"Please see the response for
https://piazza.com/class/kjv25fqyx8y513?cid=363


The procedure Build(L) only builds the adjacency list, i.e., the linked list $$Adj[u]$$
You need to provide any other data structure that you use.

Since you are already using arrays $$Time[i]$$ and $$P[i]$$ it makes sense to use an array $$Color[i]$$ as well.

Otherwise you wil be accessing variables associated with computers in different ways, which can be confusing.

*************************************************************************

Note: You can't just use the off the shelf BFS or DFS code. It needs to be modified to also update the $$Time[i]$$ value of new computers infected in the current epoch.
Since you have to already slightly modify the code it's easy to replace $$u.color$$ with $$Color[u].$$

********************************************************

Note: One small complication that arises is that at each epoch of the algorithm, i..e, group of triples with the same timestamp, you should be building a new graph for that epoch.

But, that graph is only going to contain a subset of the set of original vertices
You are going to have to have set some of the initial conditions of all of the vertices in the CURRENT graph at the start of each epoch. This adds some small complications you should watch out for.",0,1,,,,,,,,,,,,,,,,,,,,,,,
363,620,https://piazza.com/class/kjv25fqyx8y513/post/368,COMP3711,question @368,,,yes,,,,1,P3 drawing requirement,"I would like to ask in hw4 P3, when we are drawing the result of the DFS and BFS graph, does the result graph
1. need steps? like we need multiple images, in each we add a new edge like this image
[fig1]

2. need numbering? do we need to number which edge is added first and which edge is added later

3. need arrows? let's say $$u_0$$ infects $$v_0$$, do we need a edge with arrows pointing towards $$v_0$$?",0,Updated 3 years ago by Loading...,"For better readability, it is recommended to only draw the tree edges selected by BFS/DFS on the given templates. No arrows or numbering required.

https://piazza.com/class/kjv25fqyx8y513?cid=342",1,2,,,,,,,,,,,,,,,,,,,,,,,
364,164,https://piazza.com/class/kjv25fqyx8y513/post/370,COMP3711,question @370,hw_question,,implicit context,,,,0,Does this also fulfill the requirement of being O(n+m)?,"I think that my epoch processing and bfs, ultimately gives O(m).

When initializing P and Time as infinity, I have O(n).

Combining them also gives O(n+m), but is it fine to do it this way?",0,Updated 3 years ago by Anonymous Beaker,"If you can do that, that's fine.

Just be aware that regular BFS does not work.
You will need to explicitly write your own slightly modified version of BFS.

Also, if you are using a (modified version) of BFS with colors (there are modification without colors as well) you need to worry about setting the colors to all be white.
That will take you time as well.

You can't just reset ALL of the of all of the vertices to be white, since that takes $$O(n)$$ time per epoch.

The BUILD(L) procedure we give you only builds the adjacency lists. It does not set any of the auxiliary values (doing that reset and showing that you can do that efficiently is actually part of getting the algorithm right. It's not hard. It just requires being aware of everything that is going on)",0,1,,,,,,,,,,,,,,,,,,,,,,,
365,413,https://piazza.com/class/kjv25fqyx8y513/post/372,COMP3711,question @372,,,yes,,,,0,P3,"Can there be multiple solutions for this problem? I did not exactly follow the adjacency list convention and chose an element at random if there were more than one element present at a level. So lets say if u0 : u1 _ u7 _ v1 _ v7, then i chose v1 instead of u1 and applied my dfs/bfs from that node.",0,Updated 3 years ago by Anonymous Beaker,"Not sure what you mean by ""not exactly follow the adjacency list).

The problem asks for solution that exactly follows the exact adjacency list given, the algorithm (in the lecture notes), and the start point.",1,2,,,,,,,,,,,,,,,,,,,,,,,
366,344,https://piazza.com/class/kjv25fqyx8y513/post/375,COMP3711,question @375,,,yes,,,,0,HW4 P1(b),"Can we use both description and pseudocode to answer this question?

i.e. using description when using algorithms taught in class and write my own code for other parts

Since I didn't think of a way to solve this problem only using algorithms that we already have, so I need to write some new codes.",0,Updated 3 years ago by Anonymous Beaker,"Yes.

You can combine pieces here.

But, please structure it cleanly so that we can understand what you are doing.",1,2,,,,,,,,,,,,,,,,,,,,,,,
367,48,https://piazza.com/class/kjv25fqyx8y513/post/376,COMP3711,question @376,,,yes,,,,0,P2 Do I need to output it?,"After filling P[] and Time[], do we need to do anything else? Like return or output it?",0,Updated 3 years ago by Anonymous Comp,"No. As long as they are filled in correctly, it wil be fine.",0,1,,,,,,,,,,,,,,,,,,,,,,,
368,859,https://piazza.com/class/kjv25fqyx8y513/post/377,COMP3711,question @377,,,yes,,,,0,How is a MST stored in P1,"In Prim's Algorithm, the tree is stored by parent pointers.

However, can I assume that the MST is stored as a subset of edges for easier explanation?",0,Updated 3 years ago by Anonymous Calc,"You can assume that it is stored as a set of edges or as an adjacency list.
Whichever is easier for you.",0,1,,,,,,,,,,,,,,,,,,,,,,,
369,275,https://piazza.com/class/kjv25fqyx8y513/post/378,COMP3711,question @378,,,yes,,,,0,Format of hw4,"I used LaTex in P4A(a) but I found it quite time consuming to draw trees by LaTex in P4A(b), may I draw it and insert it in the LaTex file ? Then it would be a picture in a pdf file.",0,Updated 3 years ago by Anonymous Atom,"That would be fine.
Alternatively, you can take the PPT template we gave you,
- draw on it, scan it and make it into a PDF to include
or
- draw it in ppt, write to pdf and include that in the latex file
or
-draw it in ppt, write to pdf and insert it into the pdf file created by latex.

Short version is that drawing in native latex is REALLY time consuming with a huge start up cost.
It's much faster to generate pdf pictures using a different tool and then just include the pdf picture somehow.",1,2,,,,,,,,,,,,,,,,,,,,,,,
371,394,https://piazza.com/class/kjv25fqyx8y513/post/380,COMP3711,question @380,,,yes,,,,0,P4 Templates,"May I ask if the table template in p.11 in the ppt is for P4(A)(a) instead of (A)(b)? Because I think only part Aa requires tables and part Ab just requires tables of edges as steps.

Also for the final MST, does it mean that we should just directly copy and paste the graph template and use, say red line, to highlight the edges in the MST? We can just leave the unused edges there?

Finally, may I confirm that total route length is the total sum of the edge weights? (just afraid I mixed up with the term “length” in the graph)",0,Updated 3 years ago by Anonymous Helix,"The Table template on p.11 in the ppt is for P4(A)(a). It was a copy and paste error.

For the final MST, you can highlight with color the edges selected by your MST.

The total route length is the sum of lengths (weights) of all edges selected by your MST.",0,1,,,,,,,,,,,,,,,,,,,,,,,
372,832,https://piazza.com/class/kjv25fqyx8y513/post/383,COMP3711,question @383,,,yes,,,,0,P4A,"For the Prim's algorithm, do I need to show every step? And if I do, do I need to show MST for each step (point d) or just the final MST?",0,Updated 3 years ago by Anonymous Comp,"You need to show (1) S, (2) T, and (3) the required table for every step.

(4) MST and (5) total length will only be shown for the final solution.",0,1,,,,,,,,,,,,,,,,,,,,,,,
373,572,https://piazza.com/class/kjv25fqyx8y513/post/384,COMP3711,question @384,,,yes,,,,0,"P4 - Meaning of ""minimum total route length""","In P4, it asks us to provide the minimum total route length achieved by the MST produced. By “minimum total route length”, does it equal to the sum of weights of edges in the MST produced by the algorithm?

Sorry if this question sounds stupid. Thank you very much!",0,Updated 3 years ago by Anonymous Poet,"""Sum of weights of edges in the MST produced by the algorithm"" is correct.",0,1,,,,,,,,,,,,,,,,,,,,,,,
374,170,https://piazza.com/class/kjv25fqyx8y513/post/385,COMP3711,question @385,,,yes,,,,0,Cut Lemma: Do we need to prove it in P1A?,Can I just state cut lemma and say that every MST must contain edge e such that edge e is the min cost edge with exactly one endpoint in S or do I need to prove cut lemma before using the statement?,0,Updated 3 years ago by Anonymous Atom,"You can use the cut lemma without proof.


But, the cut lemma only states that if $$e$$ is the cheapest edge with only one endpoint in some vertex set $$S$$ then $$e$$ is in every convex hull


What you want is the CONVERSE
That is
If $$e$$ is in the MST then there exists a set $$S$$ such that $$e$$ is the cheapest edge with exactly one vertex in $$S$$


That is different than the cut lemma. If you want to use that statement (which would be helpful for this problem) you will need to prove it",0,1,,,,,,,,,,,,,,,,,,,,,,,
375,182,https://piazza.com/class/kjv25fqyx8y513/post/391,COMP3711,question @391,concept_clarification,,,may be a good example,easy,,0,Kruskal-UF,"For edge notation, suppose we have node A and B. Does it matter if we write the edge (A,B) or (B,A)? I find this confusing because later on when we run Union(X,Y), the order of the node within the edge affects which becomes the parent when height of the tree is equal.",0,Updated 3 years ago by Anonymous Poet,"It doesn’t matter. Either way is fine


It is true that the exact structure of the U trees might look slightly different but their heights and general structure will remain the same, independent of whether you use (A,B) or (B,A). That is all we will be checking.",0,1,,,,,,,,,,,,,,,,,,,,,,,
376,412,https://piazza.com/class/kjv25fqyx8y513/post/410,COMP3711,question @410,,,yes,,,,0,P3,"Is it ok to put the vertices at the same position as the graph in the question?

Or I have to sketch the graph like a tree?",0,Updated 3 years ago by Anonymous Mouse,"Students are recommended to use the template. If they decide to draw their own graph, it must follow the template.",0,1,,I think you just need to complete the template. No need to do anything more for P3,0,,,,,,,,,,,,,,,,,,,,
377,493,https://piazza.com/class/kjv25fqyx8y513/post/413,COMP3711,question @413,,,yes,,,,0,P3,"are there multiple solutions for each of the problems. i mean for example, there are more than one correct ans for (B)(a) BFS tree",0,Updated 3 years ago by Anonymous Poet,"Given the adjacency list, the specific algorithm presented in the lecture note, and the start point, the resulting BFS should be unique.",0,1,,,,,,,,,,,,,,,,,,,,,,,
379,375,https://piazza.com/class/kjv25fqyx8y513/post/423,COMP3711,question @423,,,yes,,,,0,P4B - Can I highlight the graph or do I need to draw a tree,"Can I highlight the graph from template or do I need to draw a tree for P4 B.

And if I only need to highlight, will I need to show direction as well?",0,Updated 3 years ago by Anonymous Calc,"Either is fine. Highlighting the edges in the template might be easier.

No need to show edge directions on the graph, as they will be indicated by the parent pointers p[u] in the final table.",0,1,,,,,,,,,,,,,,,,,,,,,,,
380,350,https://piazza.com/class/kjv25fqyx8y513/post/424,COMP3711,question @424,,,yes,,,,0,P2,"C1 and C2 have already been infected, C3 is clean. If (C1, C3, t), (C2, C3, t), then p[3] = 2 or 1?",0,Updated 3 years ago by Anonymous Poet,"Either.

You just need to show A way for it to get infected. Not ALL of the ways.

This is similar to Dijkstra’s algorithm. The shortest path tree it creates shows ONE shortest path for 
s
to every 
v
. Not all of then.",0,1,,,,,,,,,,,,,,,,,,,,,,,
381,94,https://piazza.com/class/kjv25fqyx8y513/post/429,COMP3711,question @429,hw_question,,implicit context,,,,0,Output of Build(L),"I just saw that we should explicitly create a list of vertices $$ V $$ in order to write $$ v \in V $$.

In BFS algorithm from lecture note 15, we assumed that we have the graph $$ G=(V,E) $$, so we passed $$ G $$ to $$ BFS(G) $$ and $$ BFS-Visit(G,s) $$. In BFS-Visit algorithm, we were able to use $$ v\in Adj[u] $$ because we passed $$ G $$ to BFS-Visit.

In our problem, can I do first $$ Build (L) $$, and then separately create a list of vertices $$ V $$, and then say that $$ G $$ stores the adjacency list and $$ V $$ so that I can pass $$ G $$ to my own modified BFS-Visit algorithm?",0,Updated 3 years ago by Anonymous Helix,"Yes


But please read the posts describing how to deal with duplicates in the lis (search “duplicate” in the piazza search box)


Also, there is no reason to pass G to your modified BFS


The code we gave in class was designed for teaching
We wrote G as one of the parameters to clarify what was occurring


Your modified BFS does not have to follow that convention
In fact it’s better if it doesn’t


In this problem you have many graphs being built, sharing some vertices and attributes. All your modified bfs needs are the adjacency lists, which you can assume that can globally access.",0,1,,,,,,,,,,,,,,,,,,,,,,,
382,167,https://piazza.com/class/kjv25fqyx8y513/post/431,COMP3711,question @431,,,yes,,,,0,P2 Build(L),Can I use build() to create the tree in (a)? If I can feed the correct edges...,0,Updated 3 years ago by Anonymous Comp,"No
The tree is defined by the P[i] values.
That and the Time[] artsy are the outputs of the algorithm


There is no need to actually build a fee using adjacency lists",0,1,,,,,,,,,,,,,,,,,,,,,,,
383,614,https://piazza.com/class/kjv25fqyx8y513/post/437,COMP3711,question @437,,,yes,,,,1,P3,"[fig1]
Are these two k the same? i.e. does dAE(2) = min{dAE(1), dAB(1) + dBE(1)}?

in this example, there are two path with length 2 from A to E, A->B->E costs 13, A->C->E costs 2, I mean, should I insert 13 instead of 2 in D(2)AE?",0,Updated 3 years ago by Anonymous Gear,"Not sure I understand your math expression above as they are not typed using equation edition.

As stated in the lecture note 17_Shortest_Path, Page 39:

Page 44 further explains the two cases of the recurrence:

Case 1: $$k$$ is not a vertex on the shortest path from $$i$$ to $$j$$
=> then the path uses only vertices in {$$1,2,…,k-1$$}: $$d_{ij}^{(k-1)}$$

Case 2: $$k$$ is an intermediate node on the shortest path from $$i$$ to $$j$$,
=> path can be split into shortest subpath from $$i$$ to $$k$$ and a subpath from $$k$$ to $$j$$. Both subpaths use only vertices in {$$1,2,…,k-1$$}: $$d_{ik}^{(k-1)} + d_{kj}^{(k-1)}$$

The recurrence takes the min of the two cases.

If you are asking about $$d_{AE}^{(2)}$$, $$k=2$$ corresponds to only selecting intermediate nodes on the shortest path from {$$A, B$$}, and the $$k_{th}$$ (i.e., $$2_{nd}$$) node correspond to $$B$$.",0,1,,,,,,,,,,,,,,,,,,,,,,,
385,52,https://piazza.com/class/kjv25fqyx8y513/post/448,COMP3711,question @448,,,yes,,,,0,"P3 ""each step""","For the question wording “fill in the following D(S) matrices for each step”, may I confirm if “one step” refers to filling in one TABLE but not one ENTRY in the table?

The answer should be just four tables? (or eight tables for (B)).",0,Updated 3 years ago by Anonymous Mouse,One step means filling out the entire table once.,1,2,,,,,,,,,,,,,,,,,,,,,,,
387,293,https://piazza.com/class/kjv25fqyx8y513/post/453,COMP3711,question @453,,,,,,,0,String Matching,"I hope to ask about something in the string matching problem.

First, when we say alphabet _, are we referring to the possible set of characters of the text $T$ or the pattern $P$, or even the union of them? I hope to know which is the case because I think it is possible that $P$ and $T$ use different sets of characters, which may not be a subset of each other. And I am curious which set of characters we will use for building the state table, because I guess using only the set of characters used by $P$ can save some space. (anything not in that set will always go to state 0, so we can only put one column for that?)

Besides, I am still a bit uncertain why the running time of building the state table is 
_(m^3|_|). From the notes, I thought there are only three loops, so I hope to know where that extra loop comes from.

Thank you.",0,Updated 3 years ago by Anonymous Helix,"First, when we say alphabet 
_
, are we referring to the possible set of characters of the text 
T
or the pattern 
P
, or even the union of them? I hope to know which is the case because I think it is possible that 
P
and 
T
use different sets of characters, which may not be a subset of each other.

And I am curious which set of characters we will use for building the state table, because I guess using only the set of characters used by 
P
can save some space. (anything not in that set will always go to state 
0
, so we can only put one column for that?)

The assumption in string matching problems is that 
_
is a fixed known alphabet. The elements of 
P
and 
T
are all in 
_
.

It is “possible” to optimize by only building a table using letters in the intersection of 
P
and 
T
but then you have the added complexity of how to INDEX your table (we assume that the characters in 
_
can be used as indices in a table that can be indexed in 
O(1)
time. That’s only possible if the alphabet is known in advance). Once your alphabet becomes variable then indexing becomes a cost as well.

We also only showed you the simplest version of string matching. There are many other algorithms, some much more complicated, and some engineered for different applications.

For example, the Knuth Morris Pratt (KM) algorithm is a variation of the one learned in class, but doesn’t need to build a transition table and runs in 
O(n+m)
time. It technically doesn’t need to know th3 alphabet in advance…

Besides, I am still a bit uncertain why the running time of building the state table is 
_(m3|_|)
. From the notes, I thought there are only three loops, so I hope to know where that extra loop comes from.

The table contains 
(m+1)|_|
entries 
_(q,a)

For each entry it checks, for all possible values of 
k≤(m+1,q+2)
, if 
Pk
is a suffix of 
Pqa,
and finds the largest such 
k

It takes 
O(k)
time to check this for one 
k
. So, it takes 
O(m2)
time to check it for all 
k,
i.e., to find 
_(q,a)
. So the total running time is 
O(m|_|)O(m2)=O(m3_)",0,1,,,,,,,,,,,,,,,,,,,,,,,
388,514,https://piazza.com/class/kjv25fqyx8y513/post/456,COMP3711,question @456,,,yes,,,,0,Running time of Problem 1,Can we assume that the original graph G is connected?,0,Updated 3 years ago by Anonymous Mouse,"The original graph is directed so the definition of connected is a bit ambiguous.

You may assume there exists at least one directed path from $$s$$ to $$t$$
(that’s in the problem specs).

If it makes it easier, you may also assume that, for every vertex $$v \not=s,t,$$ there exists at least one path from $$s$$ to $$t$$ containing $$v$$ (since, if not, $$v$$ is “useless”)

This implies that if you removed the directions from the edges and made the graph undirected, it would be connected. So. among other things, you may also assume that $$|V| = O(|E|)$$",0,1,,,,,,,,,,,,,,,,,,,,,,,
389,732,https://piazza.com/class/kjv25fqyx8y513/post/457,COMP3711,question @457,concept question,,,"might be a good example, might benefit from giving examples and chain-of thoughts",medium,,1,Circulation demand,"[fig1]
I want to know if max flow |f| > total demand why the problem has no solution.",0,Updated 3 years ago by Anonymous Gear,"It is impossible for max flow |f| > total demand to occur,

Set $$S'= V - \{t\}$$, $$T'=\{t\}$$. Then $$C(S',T') = \sum_i dem(t_i) = \mbox{total demand}$$.

The lemma from class states that, for any cut $$S,T,$$ and any flow $$f$$,

$$|f| \le C(S,T)$$

In particular

$$|f^*| \le C(S',T')= \mbox{total demand}$$.",1,2,,,,,,,,,,,,,,,,,,,,,,,
390,451,https://piazza.com/class/kjv25fqyx8y513/post/459,COMP3711,question @459,requirement clarification,,,,,,0,Syntax of writing answers,"In exam, if the questions are in the format of ""Design a solution ..."", do we need to simply describe the solution or write an algorithm?

Since past papers seem to just describe the answer without giving algorithm",0,Updated 3 years ago by Anonymous Poet,"As mentioned in

https://canvas.ust.hk/courses/36180/pages/preliminary-information-on-structure-and-scope-of-comp3711-final-exam

""Also, different instructors often have different styles of setting exams. If you would like to see the type of questions we set, note that Professors Ma and Golin have taught this class in Fall 2016 and Spring 2017, 2018, 2019, 2020.""


Our questions try to be as specific as possible as to what an answer should include.

If you have questions about what the exam questions require for a solution please refer to specific questions from those exams. We can't answer for how other professors set their exams.",0,1,,,,,,,,,,,,,,,,,,,,,,,
391,447,https://piazza.com/class/kjv25fqyx8y513/post/460,COMP3711,question @460,,,yes,,,,0,P3,"For P3, do we need to draw the path on the graph for each step? Or filling out the table is enough for the question?",0,Updated 3 years ago by Anonymous Scale,"For P3, the intended solution only requires table filling.",0,1,,,,,,,,,,,,,,,,,,,,,,,
392,485,https://piazza.com/class/kjv25fqyx8y513/post/461,COMP3711,question @461,Assignment Help,,yes,,,,0,P2 algorithm,"I notice that 19b slide problems are similar to P2, but 19b does not have a detailed algorithm.

Are there any tutorials or hint on how to solve such problems? Can we simply write algorithm in the same way as 19b_Bipartite_Extentions?",0,Updated 3 years ago by Anonymous Beaker,"It needs more work than that.

You need to explain correctness for this the way that we explained correctness for bipartite matchings in the beginning

19b was so brief because we had already done all of the proofs in the previous deck of slides.

You know have to modify the proof ideas to work for these 3 column problems.",0,1,,,,,,,,,,,,,,,,,,,,,,,
393,726,https://piazza.com/class/kjv25fqyx8y513/post/464,COMP3711,question @464,,,yes,,,,0,P2,"I think F-F algorithm is compatible with this three-column situation, so I don't have to deal with two columns at a time respectively, am I correct?",0,Updated 3 years ago by Anonymous Scale,"I don't understand your question.

The purpose of the problem is to use the FF algorithm to model a solution.

The main part of the answer should be

1) Your description of exactly what the graph you build is
(what are vertices, edges, and most importantly, the capacities)

2) proving that your algorithm correctly finds the right answer.

What exactly are you asking?",0,1,,,,,,,,,,,,,,,,,,,,,,,
394,433,https://piazza.com/class/kjv25fqyx8y513/post/465,COMP3711,question @465,hw,,,"interesting, wondering if CHATGPT can help summarize this?",medium,,0,Running time for processing the inputs,"For P2, I have tried to model the problem to a max flow problem, similarly to the application examples in the lecture notes.

However, since the input to the F-F algorithm is a graph, I wonder if we need to produce a graph from the inputs in order to use the algorithm as subroutine. If so, how should we process the inputs into graphs? The main question is what data structure we will use as graph and what operations we will use to insert items when processing a datum. I was thinking about set operations but I am afraid the running time for that will be very bad.

Thanks",1,Updated 3 years ago by Anonymous Helix,"You do NOT need to do all that.

All you need to do is describe the graph the wat that we did in the 19a_MF_Applications slides

That is.
Simply list what the vertices and edges and capacities of all of the edges are

That's it.

The main part of the problem is
1) (a) Sating that you will run FF on the graph and then, somehow
(b) use the output of FF to get the output for your problem

2) Proving that your output is correct

3) Showing that your running time is correct.

We don't expect (or want) detailed pseudocode for this.

the main ""algorithmic"" part will be explaining (b)",1,2,,,,,,,,,,,,,,,,,,,,,,,
395,330,https://piazza.com/class/kjv25fqyx8y513/post/466,COMP3711,question @466,Assignment Submission Description,,yes,,,,0,P1(a) - Proofing a hint statement,"In the hints of P1(a), it states that:

Hints. Let $S,T$ by ANY cut. Then the set of edges crossing between $S,T$ is a separating edge set.

Do I need to formally prove this in (a)(ii)? Can I just simply prove this statement by stating that every path from s to t must cross the ($S,T$) cut boundary?

Thanks a lot",0,Updated 3 years ago by Anonymous Gear,That's a proof!,0,1,,,,,,,,,,,,,,,,,,,,,,,
396,705,https://piazza.com/class/kjv25fqyx8y513/post/468,COMP3711,question @468,,,yes,,,,0,P2,"From the video recording of May 6, I saw that from Prof. Golin’s point of view, the flow is People->Groups->Advertisers. Is it possible that the flow is the reverse, i.e. Advertisers->Groups->People?",0,Updated 3 years ago by Anonymous Helix,"That's fine as well. The graph is reversible,",0,1,,,,,,,,,,,,,,,,,,,,,,,
397,410,https://piazza.com/class/kjv25fqyx8y513/post/470,COMP3711,question @470,,,yes,,,,0,P1,Can anyone remind me of where finding the # of edge-disjoint s-t path is in the lecture note? I cannot find them anywhere. Thanks!,1,Updated 3 years ago by Anonymous Beaker,"19a_MF_Applications
It's the first problem.",0,1,,,,,,,,,,,,,,,,,,,,,,,
398,72,https://piazza.com/class/kjv25fqyx8y513/post/472,COMP3711,question @472,,,yes,,,,0,P2 If and only if,"If the only iff statement I used was to construct edges, what do I need to prove in both directions? or is iff an implicit statement which occurs while writing the algorithm?",0,Updated 3 years ago by Anonymous Scale,"This was for theorems of the type given in 19a_MF_applications for

Edge-Disjoint Paths
Maximum Bipartite Matching
Baseball Elimination

They were all of the type

The size of the solution is the size of the associated max flow (which was essentially and if and only if proof)
Or
The problem has a solution if and only if a max flow of a certain value exists

In all of these problems you needed to prove both directions.",0,1,,,,,,,,,,,,,,,,,,,,,,,
399,561,https://piazza.com/class/kjv25fqyx8y513/post/473,COMP3711,question @473,Assignment Submission Description,,yes,,,,0,P1(b),"To create graph G', can I write ""modified graph G' as described in hints""

and "" set C(e)=1, e_E1'; set C(e)=2, e_E2' ""_

Or I need to give how to do that things in details?",0,Updated 3 years ago by Anonymous Poet,"You don't have to write in detail but please write it clearly using full sentences.

What you wrote is very difficult to read. Please write it out using full sentences and mathematical symbols.
Otherwise it's hard to parse your intent
For example
******************************************

Create Graph $$G'$$ as defined in the problem.

Next, set the capacities as follows

$$ c(e) = \begin{cases} 1 & \mbox{if $e \in E_1$}\\ 2 & \mbox{if $e \in E_2$} \end{cases} $$

*********************",0,1,,,,,,,,,,,,,,,,,,,,,,,
400,553,https://piazza.com/class/kjv25fqyx8y513/post/474,COMP3711,question @474,Assignment Submission Description,,yes,,,,0,p1,"For the hint in (b) “ A separating vertex set in G corresponds to a separating edge set in G’ with equal size in which all edges are in E1’ and vice versa.”, do we need to prove it or we can just use it ?",0,Updated 3 years ago by Anonymous Calc,"This doesn't need to be ""proven"" because there'[s no content in the statement.

It's just a restatement of the same fact in two different terminologies.

I strongly recommend that you draw a few concrete examples to see what it means.
Those should help you understand why it doesn't need to be proven.


**********************
The idea here is that we start with

Problem 1 in graph G

We change it to be the equivalent problem 2 in Graph G'

We then show how to solve problem 2 (with a modification of part (a)
*************************************

It's just a reframing of the problem intended to make it ""easier"" to solve.",1,2,,,,,,,,,,,,,,,,,,,,,,,
401,780,https://piazza.com/class/kjv25fqyx8y513/post/476,COMP3711,question @476,,,yes,,,,0,P1,"Why the runtime in (b) is O(VE)?

I think the graph is connected so it can also be written as O(E2).",0,Updated 3 years ago by Anonymous Gear,"You are thinking in the wrong direction.
Since the graph is connected $$O(VE)$$ is SMALLER than $$O(E^2)$$

Please provide the context of your question if you need further details,",0,1,,,,,,,,,,,,,,,,,,,,,,,
